Company_ID,Governorate,Industry,BI_Implementation_Year,Pre_BI_Decision_Making_Agility_Score,Post_BI_Decision_Making_Agility_Score,Pre_BI_Operational_Efficiency_Index,Post_BI_Operational_Efficiency_Index,Pre_BI_Data_Driven_Decisions_Percentage,Post_BI_Data_Driven_Decisions_Percentage,Revenue_Growth_After_BI_Percentage,Cost_Reduction_After_BI_Percentage,Customer_Satisfaction_Increase_After_BI_Percentage,Market_Share_Increase_After_BI_Percentage,Reference,Decision_Making_Agility_Improvement,Operational_Efficiency_Improvement,Data_Driven_Decisions_Improvement,Data_Source,Has_Negative_Agility_Improvement,Has_Negative_Efficiency_Improvement,Is_Recent_Implementation,Data_Quality_Flag,Reference_Standardized,Data_Last_Verified,Data_Version
69,Deir ez-Zor,Healthcare,2020,2.6,6.8,67.3,84.7,42.7,79.7,13.8,11.6,13.7,1.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 68),4.199999999999999,17.400000000000006,37.0,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
70,Idlib,Telecommunications,2022,4.8,9.8,73.1,87.3,54.5,91.7,21.9,17.0,18.2,4.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 69),5.000000000000001,14.200000000000005,37.2,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
71,Hama,Healthcare,2023,4.3,8.5,75.5,79.8,51.5,96.4,14.6,11.6,11.5,3.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 70),4.2,4.299999999999997,44.900000000000006,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
72,As-Suwayda,Telecommunications,2021,5.2,7.2,73.0,86.5,43.0,72.0,21.5,10.2,7.4,4.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 71),2.0,13.5,29.0,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
73,Tartus,Healthcare,2024,3.8,8.7,68.4,95.7,52.1,85.0,21.0,7.7,13.4,8.2,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 72),4.9,27.3,32.9,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
74,Damascus,Finance,2017,3.1,9.4,66.9,86.1,54.7,94.7,20.0,12.1,17.2,4.3,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 73),6.300000000000001,19.19999999999999,40.0,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
75,Daraa,Telecommunications,2017,6.4,9.6,76.0,90.9,47.3,72.3,15.7,5.1,16.1,5.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 74),3.2,14.900000000000006,25.0,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
76,Ar-Raqqah,Services,2019,5.9,5.7,60.1,93.4,26.9,93.1,19.6,16.5,18.2,4.6,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 75),-0.2000000000000001,33.300000000000004,66.19999999999999,Research,True,False,False,Unusual,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
77,Idlib,Education,2022,5.9,7.2,79.2,98.7,37.0,80.0,20.7,15.4,9.2,1.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 76),1.2999999999999998,19.5,43.0,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
78,Daraa,Retail,2018,3.5,6.0,72.8,87.5,50.1,79.0,19.6,7.8,7.9,5.0,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 77),2.5,14.700000000000005,28.9,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
79,As-Suwayda,Healthcare,2021,2.7,6.9,60.0,93.4,31.9,97.4,17.2,17.3,18.2,2.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 78),4.2,33.400000000000006,65.5,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
80,Homs,Manufacturing,2020,3.7,6.2,73.4,97.9,49.9,75.6,7.3,15.4,14.9,2.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 79),2.5,24.5,25.7,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
81,Daraa,Healthcare,2018,4.6,8.3,68.2,97.4,28.6,89.4,20.5,13.0,9.7,1.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 80),3.700000000000001,29.200000000000003,60.8,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
82,Homs,Manufacturing,2024,3.8,7.2,72.7,74.1,26.4,93.0,10.9,4.8,16.1,4.2,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 81),3.4000000000000004,1.3999999999999917,66.6,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
83,Idlib,Education,2022,5.8,6.5,74.2,81.8,36.5,71.2,21.8,10.2,17.2,7.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 82),0.7000000000000002,7.599999999999994,34.7,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
84,Tartus,Education,2024,3.6,6.6,57.2,79.4,26.1,88.8,24.5,10.6,14.2,3.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 83),3.0,22.200000000000003,62.7,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
85,Quneitra,Education,2023,6.4,7.0,67.7,72.5,53.7,96.6,18.5,6.5,15.3,3.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 84),0.5999999999999996,4.799999999999997,42.89999999999999,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
86,Hama,Manufacturing,2020,4.3,6.6,78.3,88.4,49.8,73.5,19.5,4.2,10.6,6.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 85),2.3,10.100000000000009,23.700000000000003,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
87,Latakia,Healthcare,2023,5.9,7.4,63.0,91.3,49.0,95.1,28.9,14.7,13.1,2.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 86),1.5,28.3,46.1,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
88,Damascus,Education,2019,3.3,5.6,69.8,94.6,43.9,86.7,26.5,4.8,12.9,9.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 87),2.3,24.8,42.8,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
89,Deir ez-Zor,Finance,2024,4.1,6.7,64.2,73.6,31.5,87.3,28.0,11.9,17.7,5.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 88),2.6000000000000005,9.399999999999991,55.8,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
90,Rif Dimashq,Telecommunications,2019,5.3,7.3,66.4,95.4,40.5,87.2,25.7,17.0,17.6,5.0,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 89),2.0,29.0,46.7,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
91,Rif Dimashq,Manufacturing,2017,3.1,8.1,68.7,88.6,42.9,78.4,9.5,16.1,17.5,6.0,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 90),5.0,19.89999999999999,35.50000000000001,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
92,Idlib,Manufacturing,2023,3.0,6.7,68.7,90.4,40.8,96.2,10.4,7.2,5.2,2.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 91),3.7,21.700000000000003,55.400000000000006,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
93,Hama,Healthcare,2022,6.4,6.1,60.0,96.4,32.8,96.5,19.1,15.8,16.2,6.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 92),-0.3000000000000007,36.400000000000006,63.7,Research,True,False,False,Unusual,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
94,Ar-Raqqah,Manufacturing,2024,5.4,5.8,72.1,88.1,40.5,87.5,12.7,3.0,16.4,4.3,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 93),0.3999999999999994,16.0,47.0,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
95,Hama,Manufacturing,2021,2.7,9.5,57.2,79.7,39.7,91.9,18.0,3.3,15.2,9.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 94),6.8,22.5,52.2,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
96,Hama,Education,2020,4.1,7.3,58.5,93.9,54.9,87.1,16.1,12.0,16.3,2.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 95),3.2,35.400000000000006,32.2,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
97,Damascus,Healthcare,2018,4.2,8.0,55.1,80.5,51.9,83.6,19.6,8.5,17.6,5.6,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 96),3.8,25.4,31.7,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
98,Tartus,Education,2022,5.5,9.5,57.9,71.0,38.9,88.5,24.2,8.8,12.1,6.4,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 97),4.0,13.1,49.6,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
99,Ar-Raqqah,Telecommunications,2022,3.5,5.9,66.8,94.1,43.7,85.5,23.5,11.5,12.5,1.3,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 98),2.4000000000000004,27.3,41.8,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
100,Aleppo,Telecommunications,2019,3.2,9.3,70.2,80.0,47.4,86.7,19.0,5.9,6.9,4.3,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 99),6.1000000000000005,9.799999999999995,39.3,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
101,Deir ez-Zor,Education,2023,2.8,7.9,74.9,92.4,26.0,91.9,25.9,6.2,10.8,7.6,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 100),5.1000000000000005,17.5,65.9,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
102,Quneitra,Telecommunications,2024,4.2,6.2,57.7,80.5,51.8,83.5,16.9,10.3,14.7,8.4,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 101),2.0,22.8,31.700000000000003,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
103,Aleppo,Healthcare,2024,5.3,7.3,76.3,95.0,50.8,71.1,27.6,14.3,16.7,3.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 102),2.0,18.700000000000003,20.3,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
104,Hama,Retail,2017,2.7,8.8,73.6,76.4,38.7,74.6,8.6,12.3,8.3,8.2,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 103),6.1000000000000005,2.800000000000012,35.89999999999999,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
105,Latakia,Education,2017,6.2,7.6,65.2,98.3,36.7,82.3,29.0,7.5,7.1,9.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 104),1.3999999999999997,33.099999999999994,45.6,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
106,Quneitra,Finance,2020,4.3,9.7,78.3,92.6,33.2,90.3,22.1,9.5,14.9,8.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 105),5.4,14.299999999999995,57.1,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
107,Damascus,Finance,2019,3.5,7.1,79.8,73.3,39.3,86.6,15.7,5.6,5.0,2.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 106),3.6,-6.5,47.3,Research,False,True,False,Unusual,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
108,Hama,Manufacturing,2022,2.9,8.7,60.1,86.4,26.3,88.2,11.5,4.1,7.7,7.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 107),5.799999999999999,26.300000000000004,61.900000000000006,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
109,Deir ez-Zor,Telecommunications,2024,3.2,7.2,64.5,98.6,50.6,83.4,18.0,14.7,5.4,3.9,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 108),4.0,34.099999999999994,32.800000000000004,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
110,Idlib,Finance,2021,6.2,9.1,78.2,83.7,26.1,87.2,11.5,7.0,7.5,9.9,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 109),2.8999999999999995,5.5,61.1,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
111,Damascus,Manufacturing,2019,5.1,7.9,73.0,75.3,34.9,79.2,10.8,5.7,7.7,5.4,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 110),2.8000000000000007,2.299999999999997,44.3,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
112,Quneitra,Retail,2020,4.6,5.8,56.2,84.1,52.9,83.2,21.2,13.4,10.8,2.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 111),1.2000000000000002,27.89999999999999,30.300000000000004,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
113,Deir ez-Zor,Healthcare,2020,5.1,5.7,74.5,84.9,47.1,90.8,19.0,12.3,11.0,7.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 112),0.6000000000000005,10.400000000000006,43.7,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
114,Homs,Healthcare,2019,4.2,6.1,75.7,91.5,33.4,94.4,22.4,12.5,18.1,3.9,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 113),1.9,15.799999999999995,61.00000000000001,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
115,Homs,Healthcare,2020,5.4,5.6,73.8,90.3,32.6,82.1,28.4,6.4,12.7,10.0,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 114),0.1999999999999993,16.5,49.49999999999999,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
116,Al-Hasakah,Finance,2019,2.7,5.8,75.0,81.7,25.2,71.2,19.2,6.5,15.9,9.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 115),3.1,6.700000000000003,46.0,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
